index,place,name,rating,review
75,Museum Kota Lama,Venny Anggi,5.0,"(Translated by Google) Okay, some time ago I stopped by with a friend here. I can't review it, but I want to share my experience, hehe. For those who ask how much is the htm, the fee is free but you have to register through the Lunpia application first to order tickets. It's cool, it's not complicated. Fill in your personal data and select a visit schedule. You can choose according to the desired session. Every day there are 6 sessions, each session duration is 30-45 minutes. Make sure to book in advance, because the quota is full quickly. Each session, the quota is only 20 people Those who have not booked cannot enter, later there will be an officer who scans the barcode of our booking code at the entrance. Before entering, don't forget to prepare the Care to Protect application or vaccine certificate, OK!! After entering, they are given a tote bag to store footwear, so that the place is kept clean and tidy. Throughout the duration of the visit, there are officers who provide detailed explanations such as tour guides. Even though it's only 30-45 minutes, don't worry, you're still given time to take pictures or chat with the guide if you want to have a discussion. Ohh yes, from the front door to the back door the officers are also very friendly. Those who are curious about the contents, just come right away, OK! Very interesting to visit let alone free right? Don't forget to explore the page and its surroundings too because the place is beautiful for taking photos😂 (Original) Oke beberapa waktu lalu aku mampir sama temen ke sini. Aku gak bisa review tapi aku mau cerita menurut pengalamanku aja, hehe. Buat yg nanya htmnya berapa, biayanya gratis tapi harus registrasi melalui aplikasi Lunpia dulu untuk pesan tiket. Santai, enggak ribet kok. Isi data diri lalu pilih jadwal berkunjung. Bisa pilih sesuai sesi yang diinginkan. Setiap hari ada 6 sesi, setiap sesi durasinya 30-45 menit. Pastikan untuk booking jauh2 hari yaa, karena kuotanya cepet full. Setiap sesi, kuotanya hanya unyuk 20 orang Yang belum booking tidak boleh masuk, nanti ada petugas yg scan barcode kode booking kita di pintu masuk. Sebelum masuk, jangan lupa siapin aplikasi Peduli Lindungi atau sertifikat vaksin, ya!! Setelah masuk diberi totebag untuk menyimpan alas kaki, biar tempatnya tetap bersih dan rapi. Sepanjang durasi kunjungan, ada petugas yg memberi penjelasan detail semacam tour guide gitu. Meskipun hanya 30-45 menit tapi tenang saja tetap diberi waktu untuk berfoto2 atau ngobrol sama guidenya kalo mau diskusi. Ohh ya, dari pintu depan sampai pintu belakang petugasnya juga ramah2 banget. Yang penasaran sama isinya, langsung dateng aja, ya! Sangat menarik untuk dikunjungi🙌 apalagi gratis kaannn? Jangan lupa untuk explore di halaman maupun sekitarnya juga karena tempatnya cakep buat foto2😂"
76,Museum Kota Lama,Feny Febriana Damayanti,5.0,"(Translated by Google) A must-visit mini museum in Semarang. In order to enter the museum, tickets can be accessed via the Lunpia application and are free. Tickets can be ordered at least 5 days in advance. So it is mandatory to order ahead of time. In addition, visitors can choose the session they want, 1 session only has a quota of 30 people. So you have to hurry. What's in it, you have to come alone to prove it The museum is closed every Monday. Opening time of the first session from 10.00 The closing time for the last session is 15.30. (Original) Museum mini yang wajib dikunjungi di Semarang. Biar bisa masuk museum, tiket bisa diakses lewat aplikasi Lunpia dan gratis. Tiket bisa dipesan minimal 5hari sebelumnya. Jadi wajib pesan jauh"" hari ya. Selain itu pengunjung bisa menentukan sesi yang dimau, 1sesi hanya kuota 30orang. Jadi harus cepet""an ya. Isinya apa aja, musti dateng sendiri sih buat buktiin Museum tutup tiap hari Senin. Waktu buka sesi pertama mulai pukul 10.00 Waktu tutup sesi terakhir pukul 15.30."
77,Museum Kota Lama,Faizal Adrian,5.0,"(Translated by Google) From the point of view of outside Semarang residents who are overseas in Semarang In addition to the outer shape of the building and garden, which is very elegant from the outside and very pleasing to the eye (as long as it's not hot during the day, bro, Semarang, glare, men), inside there is a museum that we can participate in for free as long as we register through the Lunpia application. Incidentally, I took a tour in the Semarang Old City Museum yesterday (+) there are lots of projector film attractions about the historical explanation of the city of Semarang, the delivery of history which is explained in several stages by a very gokil tour guide, kudos to the tour guide who explains in detail and is easy to understand, and is willing to be discussed when asked a question. (-) because the location of the old city museum is in the middle of a roundabout, yesterday I was confused about where to park where I was from the direction of jl.mt haryono, where I was confused about where to park and where I parked Indomaret in front of the museum, after I finished the museum tour and was taking photos outside I just found out there is a small motorbike parking lot in the south of the museum, In conclusion, good experience with a really great tour guide!, a recommended tourist destination in Semarang (Original) Dari kacamata warga luar semarang yang rantau di semarang Selain bentuk luar bangunan dan taman yang sangat elegan dari luar dan sangat enak untuk dipandang(asalkan jangan siang siang soale panas bro semarang, silau men), didalam nya terdapat museum yang bisa kita ikuti secara gratis asalkan mendaftar melalui aplikasi lunpia. Kebetulan saya ikut tour dalam museum kota lama semarang kemarin (+) banyak sekali atraksi film proyektor ttg penjelasan sejarah kota semarang, penyampaian sejarah yang dijelaskan dalam beberapa babak oleh tour guide yang sangat gokil sekali, kudos buat mas tour guide nya menjelaskan dengan rinci dan mudah dipahami, dan mau diajak diskusi ketika diberi pertanyaan. (-) karena lokasi museum kota lama ini ditengah bundaran jalan gitu, kemarin saya bingung mau parkir dimana saya dari arah jl.mt haryono kebingungan parkir dimana dan jadinya parkir indomaret depan museum, setelah saya selesai tour museum dan sedang foto foto diluar saya baru tau ada tempat parkir motor kecil dibagian selatan museum, Konklusi, good experience with a really great tour guide!, destinasi wisata di semarang yang rekomended"
78,Museum Kota Lama,Devi Ayuningtyas,5.0,"(Translated by Google) Because I like historical walking tours in the Old City, Semarang, I also really like seeing museums. Fortunately, there is now the Kota Lama Museum, so we can know more deeply that we can explore the relics in Kota Lama more deeply. There are so many relics that we can see in this museum. The explanations from the guides are detailed and easy to understand, so it's a fun time to learn history. In addition to what the guide has explained, we can also ask our guide about other things about the Old City and the museum. The best. When we entered, the health protocol was still running and we were loaned a tote bag for the footwear container when we toured inside, because later the footwear had to be removed. We can park our vehicle next to Indomaret, then walk to the museum. It is highly recommended to be careful when crossing, because the museum is located in the middle of the road. (Original) Karena suka walking tour sejarah di Kota Lama, Semarang aku juga suka banget lihat museum. Untung banget sekarang ada Museum Kota Lama, jadi bisa tau lebih dalam lagi bahwasannya peninggalan-peninggalan yang ada di Kota Lama bisa kita ulik lebih dalam. Banyak banget peninggalan-peninggalan yang bisa kita lihat di museum ini. Penjelasan dari guidenya detail dan mudah dimengerti, jadinya waktu belajar sejarahnya seru. Selain apa yang sudah dijelaskan oleh guidenya kita juga bisa tanya-tanya hal yang lain tentang Kota Lama dan juga museumnya ke guide kita. The best banget. Waktu masuk juga protokol kesehatan masih jalan dan kita dipinjami tote bag untuk wadah alas kaki saat kita tour didalam, karena nantinya alas kaki harus dilepas. Kita bisa parkir kendaraan kita di sebelah Indomaret, lalu jalan kaki menuju museum. Sangat disarankan untuk berhati-hati saat menyebrang, karena museum terletak di tengah-tengah jalan."
79,Museum Kota Lama,Ai SKY,4.0,"(Translated by Google) 1. To enter the list first through the spring roll application on the playstore, it is recommended to buy a ticket a week before, there is time too. It's still free to register. 2. ""Please arrive at the place 30 minutes earlier, because there is data checking, etc."" That's what it says on the application, but when I want to go there, I really wait, yes, that's around the corner, the door doesn't open at all, if the time hasn't arrived, and there is no security guard in front. Security is in all. So don't be surprised if the door isn't / hasn't been opened yet, okay? 3. There is a guide, so we're going to have a school event, like a tour hehe, but the guides are really nice, there will be a photo session there too. 4. The place is unique inside, especially outside, right at the roundabout in the middle of the highway, so just be careful when crossing. And parking is provided near Indomaret. Thanks to Mr. Ganjar and Mr. Hendi, who have changed this roundabout which has not been useful to be very useful. So much— (Original) 1. Untuk masuknya daftar dulu lewat aplikasi lumpia di playstore ada, nah dianjurkan membeli tiket seminggu sebelumnya, di sana ada waktunya juga. Masih gratis untuk daftar masuknya. 2. ""harap sampai di tempat 30 menit sebelumnya, sebab ada pengecekan data, dll."" tulisan di aplikasi gitu, tapi pas mau ke sana emang bener2 nunggu, ya kurleb segitu, tidak dibuka sama sekali pintunya, jika belum waktunya tiba, dan tidak ada satpam di depan. Satpam adanya di dalam semua. Jadi jangan kaget kalo pintunya tidak/belum dibuka, ya. 3. Ada pemandunya, jadi kita kek acara sekolah gitu, kek tour hehe, tapi para pemandunya baik banget, nanti ada sesi foto juga pas di sana. 4. Untuk tempatnya unik di dalamnya, apalagi di luar, pas di bundaran di tengah2 jalan raya, jadi hati2 saja kalo nyeberang. Dan parkirnya sudah disediakan di dekat Indomaret. Terima kasih kepada Pak Ganjar dan Pak Hendi, yang sudah mengubah tempat bundaran ini yang belum bermanfaat menjadi bermanfaat sekali. Sekian—"
80,Museum Kota Lama,Kiki Maliana,5.0,"(Translated by Google) One of the new museums in the old city area of ​​Semarang which used to be Bubaan Park, to come here we have to order tickets on the Lunpia Playstore app, it's free. We are only allowed to enter according to the schedule on our tickets, suggestions for those who want to visit should be 10 minutes before the time, because the tour starts on time, there we explain the origin of Semarang in the past, all services are good and the environment is very clean, good for educating children . (Original) Salah satu museum baru di kawasan kota lama semarang yang dulunya adalah taman bubaan, untuk kesini kita harus pesan tiket di app playstore Lunpia, gratis. Kita hanya diperbolehkan masuk sesuai jadwal pada tiket kita, saran untuk yg ingin mengunjungi sebaiknya 10 menit sblm waktunya, karena tour dimulai on time, disitu kita dijelaskan asal mula semarang tempo dulu, semua pelayanan baik dan lingkungan dijaga sekali kebersihannya, bagus untuk edukasi anak anak."
81,Museum Kota Lama,Wilda Nailufar,5.0,(Translated by Google) The old city museum tells the history of the city of Semarang and also the old city of Semarang. Good for education. Tmpt clean and digitization. There is a tour guide. The free fee is enough to make a reservation via the lunpia application. Friendly staff who can help with photos (Original) Museum kota lama menceritakan sejarah kota semarang dan juga kota lama semarang. Bagus utk edukasi. Tmpt bersih dan digitalisasi. Ada tour guide nya. Biaya gratis cukup reservasi via aplikasi lunpia. Staff ramah2 dapat membantu foto
82,Museum Kota Lama,Atika Nur Widya Astuti,5.0,"(Translated by Google) It's the first time here, good for education about the history of the city of Semarang. Enter without charge', just order a ticket via the Lunpia application (you can download it in the play store) later we will get a barcode to show the officer when you want to enter. But the time is limited to only 30 minutes per session, each session has 30 people. Thank you (Original) Baru pertama kali kesini, bagus untuk edukasi tentang sejarah kota Semarang. Masuk juga tanpa biaya', cukup pesan tiket lewat aplikasi Lunpia (bisa download di play store) nanti kita dapat barcode untuk ditunjukkan kepada petugas saat mau masuk. Tapi waktunya terbatas hanya 30 menit setiap sesinya, setiap sesi ada 30 orang. Terima kasih."
83,Museum Kota Lama,0018 Camelia Agustin,5.0,"(Translated by Google) The museum is small but cool! Ordering tickets must use the Lunpia app, htm is free. To visit the museum there are several sessions. The maximum per session is 30 people. During the tour to the museum there will be a guide, and the tour lasts for 30-45 minutes. Don't forget to wear socks when you're here, because when you enter the museum, you have to take off your shoes (Original) Museum nya kecil tapi keren! Pesan tiket harus pakai app Lunpia, htm free. Untuk mengunjungi museum ada beberapa sesi. Per sesi nya maximal 30 orang. Selama tour ke museum akan ada pemandu, dn tour berlangsung selama 30-45mnt. Jangan lupa pakai kaoskaki kalau disini, karena ketika masuk museum alas kaki harus dilepas"
84,Museum Kota Lama,Lely Elated,5.0,"(Translated by Google) To enter here is free. You can come directly to the museum and the officer will ask you to download the Lunpia application on the Playstore. Later you will be in the data to be able to enter by showing your ID. Here there is a guide who will accompany your journey. Travel time is about 45 minutes. It took quite a while to walk around the museum even though the museum wasn't that big. You have to take off your shoes when you enter. Later, officers will be given a bag to borrow for footwear. The place is very recommended. (Original) Untuk masuk ke sini gratis. Kalian bisa datang langsung ke museum lalu petugas akan meminta kalian untuk mendownload aplikasi lunpia di playstore. Nanti kalian akan di data untuk bisa masuk dengan memperlihatkan ktp. Disini ada guide yang akan menemani perjalanan kalian. Lama perjalanan sekitar 45 menitan. Lumayan lama berkeliling di museum padahal museumnya tidak begitu besar. Kalian harus melepas alas kaki saat masuk. Nanti akan di kasi pinjam tas buat tempat alas kaki oleh petugas. Tempatnya rekomended banget."
85,Museum Kota Lama,wahyudi imron,5.0,"(Translated by Google) Good place, presenting the city of Semarang. Coming here at the end of 2021, it's not open to the public yet. So a must-visit tour in Semarang.... (Original) Good place, mempresentasikan kota Semarang. Kmrn kesini akhir tahun 2021, belum di buka untuk umum. Jd wisata yg waiib dikunjungin di Semarang...."
86,Museum Kota Lama,royhaand purnomo,5.0,"(Translated by Google) Coming 1 week after the inauguration, the old city museum has a strategic location, which is in the middle of the road, so there are many access roads to get here... A classically designed museum, but with the addition of a modern impression... Unfortunately it came in the afternoon, at museum hours It's not open yet... A suitable place for a short break from routine, location in the city again... No need to be far"" hehe (Original) Datang 1 Minggu setelah peresmian, museum kota lama mempunyai lokasi yang strategis yaitu ditengah jalan, jadi banyak akses jalan untuk ke sini... Museum yang di desain secara klasik, tapi dengan tambahan kesan modern... Sayangnya datang pas sore, pas jam museum belom buka... Tempat yang cocok Untuk istirahat sejenak dari rutinitas, lokasi di kota lagi... Ga perlu jauh"" hehe"
87,Museum Kota Lama,bulan jelita,4.0,"(Translated by Google) New icon in the old city area. If you want to know the history of the city of Semarang, you can visit. When entering footwear must be removed. The modern culture only has a less 'Javanese' atmosphere, plus the music that is served is even a hollywood movie soundtrack. There is a guide, it's just that the explanation is less detailed. And there are some monitors are not turned on. (Original) Icon baru di kawasan kota lama. Kalau mau tahu sejarah kota semarang bisa berkunjung. Saat masuk alas kaki harus dilepas. Culkup modern hanya suasana nya kurang 'jawa', plus musik yang disuguhkan malah lagu soundtrack film hollywood. Ada guide hanya saja penjelasan kurang detail. Dan ada beberapa monitor tidak dinyalakan."
88,Museum Kota Lama,Nadhifa Hasna,5.0,"(Translated by Google) The front of the museum is really good for taking photos, but in the afternoon it's really hot Entering the museum using the free Lunpia application, just register in the application, there is an explanation of the history of Semarang from the past until now using a projector in the room, then there are photos ""explanation of Semarang's history and much more, really worth it, the tour guide is friendly and kind, time want to take a family photo, she offered to take a photo. Even though it's only 30 minutes but it's really fun (Original) Bagian depan museun bagus banget buat foto"", tapi kalo siang panas banget Masuk museum pakai aplikasi lunpia gratis cuma daftar aja di aplikasi, disana dijelasin sejarah semarang jaman dlu hingga sekarang pakai proyektor di ruangan, lalu ada fto"" penjelasan sejarah semarang juga dan masih banyak lagi, worth it banget, tour guide nya ramah dan baik, waktu mau foto sekeluarga mba nya nawarin buat fotokan. Walaupun cuma 30 menit tapi seru banget"
89,Museum Kota Lama,Sun tea,5.0,"(Translated by Google) The museum is cool...using 3D effects. The last tour was very memorable, riding a miniature tram (city train) felt like I was on the street when I came here, when I was on Eid holidays....the ticket was free...when you don't need to register, just enter according to the schedule. (Original) Museumnya keren...pakai efek 3D. Tour terakhir sangat berkesan, naik miniatur trem (kereta kota) berasa di jalanan 😁 pas ke sini, pas libur lebaran....pas tiket gratis...pas ga perlu daftar, lsg masuk aja sesuai jadwal."
90,Museum Kota Lama,Nabila,5.0,"(Translated by Google) It's a really mind blowing place, from the outside it only looks like black triangular glass, before entering you have to book using the Lunpia application, the entry fee is free, when you enter there is a session so it's your turn per group, when you enter the temperature is checked and given a carry bag to store sandals because you can't wear them footwear, so as long as we are inside we are guided by our brother ""a very good and friendly guide, it's a unique photo spot"", really best, must try, especially young people! (Original) Mindblowing banget tempatnya, dari luar cuma keliatan kaca segitiga warna hitam, sebelum masuk harus booking pake aplikasi lunpia biaya masuknya gratis, waktu masuk ada sesi nya gitu jadi giliran per kloter, pas masuk di cek suhu dan dikasi tas jinjing untuk simpan sandal karena gabole pake alas kaki, jadi selama didalam kita dipandu sama kakak” pemandu yang baik dan ramah banget, buanya spot foto unik”, best banget sih must try apalagi anak muda!"
91,Museum Kota Lama,lila cyclist,4.0,"(Translated by Google) I thought there were relics in this museum, it turns out that visitors are invited to be nostalgic with a documentary video about Semarang. But the video is cool. You have to book the ticket first on the Lunpia app. (Original) Kupikir ada barang peninggalan apa di dalam musium ini, ternyata pengunjung diajak nostalgia dengan video dokumenter tentang Semarang. Tapi videonya keren sih. Kudu booking dulu tiketnya di aplikasi lunpia ya."
92,Museum Kota Lama,Luqna Haliya S. A,5.0,"(Translated by Google) Masya Allah.. I really like it.. Ama the museum.. The visualization is cool.. It's like passing through time across the galaxy.. The explanation of the tour guide is also easy to understand.. The session takes 30 minutes but it can take more hehe I took almost 1 hour to take pictures and was finally told to leave .. And free tickets.. Just install the Lunpia apk valid for 2 people.. maximum visitor capacity is 30 people but at that time there were not 30 people, only a few so it wasn't crowded.. Anyway, unforgettable experience 🙏💖😃😍🤩 (Original) Masya Allah.. Suka banget aku.. Ama museumnya.. Visualisasinya Keren.. Seperti menembus waktu melintasi galaksi.. Penjelasan tour guidenya juga mudah dipahami.. Sesi waktu 30 menit tapi boleh lebih hehe saya ampe hampir 1 jam foto2 dan akhirnya disuruh keluar.. Dan tiket gratis.. Cukup install apk Lunpia berlaku 2 org.. ☺ kapasitas pengunjung max 30 org tapi waktu Itu Gak Ada 30 org cuma sedikit jadi gak berdesakan.. Pokoknya pengalaman tidak terlupakan 🙏💖😃😍🤩"
93,Museum Kota Lama,Irin Sukma Hati,5.0,"(Translated by Google) I came in early April, the fee is free but you have to make a reservation through the Lunpia application. For parking, you can park next to Indomaret which is opposite the museum. Once inside, we are welcome to take off our footwear and are given a bag for our footwear which must be returned when leaving the museum. There is a tour guide who will explain from the beginning the city of Semarang was formed and in various eras. There is also the site of the original underground tram. Interesting and communicative. (Original) Saya datang di awal april, biaya gratis tapi harus reservasi dulu lewat aplikasi lunpia. Untuk parkir bisa parkir di sebelah indomaret yg ada di sebrang museum. Begitu masuk kita dipersilahkan untuk membuka alas kaki dan diberikan tas untuk tempat alas kaki kita yg harus dikembalikan pada saat akan keluar museum. Ada tour guide yg akan menjelaskan dari awal Kota Semarang terbentuk dan dalam berbagai era. Ada juga situs trem asli yg ada di bawah tanah. Menarik dan komunikatif."
94,Museum Kota Lama,menik sri hayati,5.0,"(Translated by Google) Came here because I joined a community playdate. The museum is small inside, its contents are about the history of the founding of the city of Semarang. Good enough for children's education. The garden area is also wide, there is a glass bridge. Can take photos and play in the garden area. It's just a shame if it's really hot during the day, maybe it's better to play a little late, or very early in the morning. (Original) Kesini karena ikut playdate komunitas. Museum dalamnya kecil, isinya tentang sejarah berdirinya kota Semarang. Cukup bagus untuk edukasi anak-anak. Area tamannya juga lebar, ada jembatan kaca. Bisa foto-foto dan main di area taman. Cuma sayang kalo siang panas banget, mungkin lebih baik mainnya agak sore, atau pagi banget sekalian."
95,Museum Kota Lama,khoir roni,4.0,"(Translated by Google) We are recommended to book tickets through the LUNPIA application, available on Google play, no fees, need an ID card and scan care to protect, Those who carry large bags can be deposited in the day care after entering the museum, Wearing footwear is not allowed, we are borrowed a bag to bring our own footwear, This is more of a digital museum with a cool projector (Original) Kita di anjurkan membooking tiket melalui aplikasi LUNPIA, tersedia di Google play, tidak ada pungutan biaya butuh KTP dan scan peduli lindungi, Yang membawa tas besar bisa di titipkan di penitipan setelah masuk ke dalam museum, Memakai alas kaki tidak diperkenankan, kita di pinjami kantong untuk membawa alas kaki masing-masing, Disini lebih ke digital museum Dengan projector yang keren"
96,Museum Kota Lama,Ahmarun,5.0,"(Translated by Google) Historical tour of the old town. The place is relatively new, closes at 15.30 at night you can still visit but outside, you can also go up to the roof of the museum (Original) Wisata sejarah dikota lama. Tempatnya tergolong baru, tutup jam 15.30 kalau malam masih bisa berkunjung tapi di luarnya aja, bisa juga naik ke atapnya museum"
97,Museum Kota Lama,dianayu 13,5.0,"(Translated by Google) heey.. The old city museum is free, but before you enter, you have to order a ticket according to the time you are going to visit on the Lunpia app, so you have to download the Lunpia app first, bro, the lady here is very friendly, hehe. oh yes, here there will be a tour guide who will accompany you for 30 minutes and will explain the history of the old city. when you enter you will be given a bag like a tote bag to carry your footwear, because here you are not allowed to wear footwear, guys.. exciting, recommend for those of you who want to know the history of the old city.. (Original) heeyy.. museum kota lama ini graris looh, tapi sebelum kalin masuk, kalian harus oesan tiket sesuai jam yg akan di kunjungi di aplikasi lunpia jadi kalian juga harus download aplikasi lunpia dulu yaa sblmnyaa, mas mbak disini dangat ramah sekaliii hehe. oh ya disini akan ada tour guide yg akan menemani kalian selama 30menit dan akan menjelaskan sejarah kota lama. saat kalian masuk kalian akan diberi tas semacam totebag untuk membaea alas kaki kalian, karena disini kalian tdknboleh mengenakan alas kaki ya guyss.. seruu, recommend buat kalian yg ingin tau sejarah kota lamaa.."
98,Museum Kota Lama,Muthia Nur Faizah,5.0,(Translated by Google) Didn't have time to enter the museum because it was too late. The museum's opening hours are 7 to 3 pm. But the outer court can still be visited. So far the outside view is good. (Original) Ga sempet masuk ke dalem museum karena kesorean. Jam buka museum pukul 7 sampai 3 sore. Tapi pelataran luar masih bisa dikunjungin. So far pemandangan luarnya bagus.
99,Museum Kota Lama,yoda lilik,3.0,"(Translated by Google) Suggestion: it is better for late visitors not to enter because it disturbs other visitors. still the history of Semarang which has not been explained by the tourgate (perhaps due to time constraints) I hope it is more complete. for the workers I hope they can be more friendly overall okay, keep growing (Original) saran : sebaiknya untuk pengunjung yang terlambat tidak perbolehkan masuk karna mengganggu pengunjung lain. masih sejarah semarang yang belum dijelas oleh tourgatenya (mungkin karna keterbatasan wakgu) saya harap lebih lengkap lagi. untuk para pekerja saya harap bisa lebih ramah lagi overall oke sih, terus berkembang ✌"
100,KOTA TUA SEMARANG,luse loe,5.0,"One of the most iconic spot in the Semarang City. Full of beautiful bulding, cafe, restaurant, coffee shop, street food, park. Great to learn the Indonesian Heritage and Istagramable worthy. The perfect time to visit are in the evening. Let's preserve and apreciate it, so please everybody keep it clean do not litter"
101,KOTA TUA SEMARANG,David Ho,5.0,Major efforts have been put in by the local government with wide five foot ways for walking and there seems to be a lot of restoration work on the many colonial buildings. Good vibes an ambience.
102,KOTA TUA SEMARANG,Miss Amira Syafinas,5.0,"Feel like Europe pedestrian. The authentic buildings made by Netherlands so beautiful. Its a part of Indonesia history. There are cafes,reastaurants inside the old building,very nice."
103,KOTA TUA SEMARANG,Mardy Yusuf,5.0,choice of time...at night it will be very crowded..maybe the lights in the old city of Semarang are quite beautiful to enjoy
104,KOTA TUA SEMARANG,doddy eka maulana,5.0,"This place is must visited when you are in Semarang. The best time to visit is at night since it is not hot, cafe and restaurant are more lively and the lamp light give magic touch to surrounding."
105,KOTA TUA SEMARANG,Antatia Febriana,5.0,Beautiful attractive old authentic building that amazed meIconic place that you must visit in Semarangthe European vibes that make me want to stay longer and visiting all the beautiful cafe around
106,KOTA TUA SEMARANG,Grace Kelly Hosea,5.0,"Nice historical space with many spots as attractions. Safe, clean and tourists friendly."
107,KOTA TUA SEMARANG,Robert Pramudarto,5.0,"Historical place in Semarang Capital city of Central Java. Good place to visit, however the place need to dressed up."
108,KOTA TUA SEMARANG,uranus blanc the traveller,5.0,"KOTA TUA SEMARANG (SEMARANG OLD CITY) My favorite 'kota tua' in Indonesia. The feeling when I am in this kota tua Semarang, is simply different... I have been to other 'kota tua' in cities like Jakarta, Surabaya, Bandung, etc but Semarang is my favorite. Just feel at home doing nothing here...Sitting at $xxxBucks or Warung Soto, or one of the public chair watching people do things (selfies , ngobrol, dll)... Such a great place to be, old buildings with histories, take us to visit the past (even only in our own imagination!). In 21st century, a digital era, its just fantastic to experience the blend of the past and present in one place like Kota Tua Semarang. Hotels, Warungs, Restos, Cafes, Minimarts, Becaks, Bicycles, motorcycles, cars, art galleries, church, souvenirs kiosks, all are here ! To anyone who visit Semarang, take your time to have a walk in this Old City. Morning time you can have soto ayam at a warung in front of an old building name Achterhuis Guest House, Lunch you can try Ikan Bakar Cianjur at an old building with high ceiling,. you can sip a cold coffee or tea at one of the well designed Starbucks. So many things to do....So little time!"
109,KOTA TUA SEMARANG,Sri Kusasi,5.0,"Great historical place in Semarang, Stood Dutch style buildings in colonial era makes this place full of memory and history of the past. A must visit place if you in Semarang."
110,KOTA TUA SEMARANG,Wira,5.0,A historical place to reminisce about the past that must be visited if you go to Semarang.. 👌🏼
111,KOTA TUA SEMARANG,Antonius Pandu,5.0,World class old city. I visited it after raining. The ambience was stunning and romantic. One of the best old town I have ever visited. Comparable with Malaka and Penang.
112,KOTA TUA SEMARANG,Mas Jun,5.0,interesting and good place to relax in the afternoon
113,KOTA TUA SEMARANG,Asri Hartani,5.0,"Five star for this place, must come when you traveling to Semarang"
114,KOTA TUA SEMARANG,Akhmad Jaelani,4.0,"It's kind of mandatory place to visit when you are in Semarang. The buildings are really telling you a story, who were there built those all. I love Semarang. Please keep the city clean."
115,KOTA TUA SEMARANG,Ade Rosadin Noor,5.0,"I've tried to come here 6 months ago, but the revitalization is still on progress... After 6 month, i've came back and my god, this place is astonishing. The work done in here is fantastic. They not just renovate it, they turn it in to a piece of art. Every corner and every way you loooed, the building, the pedestrian, the walls, the ornament, they are all well thought of and well built. If you compare the restoration from this place to the old town in Jakarta... Jakarta restoration is not on the same page as this... this is another level restoration and renovation. There are still some building that work in progress but surely we will come here again and again... Hope the local government will manage and retain this great restoration for many generation more."
116,KOTA TUA SEMARANG,arief kas,5.0,"I was embracing with the old town in semarang, the renovation is still on the move. Visit it during night n day and you will feel the excitement. Some old buildings turn into a coffee shop that offers the variety coffee from Indonesia."
117,KOTA TUA SEMARANG,andi royhan alby,4.0,many historical building. a good time to here is night. but a little bit crowded. actually you can explore more wider from the main road. because still many good building there.
118,KOTA TUA SEMARANG,A A,5.0,Good for a night out. There are bicycle rentals. Some traders and several cafes. Unfortunately there are still many visitors who dispose of trash in their place.
119,KOTA TUA SEMARANG,Caya Martinelli,4.0,"So many old building in this area. It's a pity no restoration made for many of the building. You could walk around easily, but the parking space is very limited. Come early morning."
120,KOTA TUA SEMARANG,Iwan Prasetyo,5.0,it is always charming and nice place to visit for walking even at night. i never got bored for being here from time to time.
121,KOTA TUA SEMARANG,Septian Sugara,5.0,"It is beautifully well-renovated now. Coming back after my last visit in 2015, I can't barely believe that this is exactly the same area, the old, dusty Kota Lama Semarang. The revitalization does work really well as I truly can enjoy the ambience of magnificent Semarang in the past. Such a fresh, wonderful, free tourism destination you definitely need to visit if you are in Semarang"
122,KOTA TUA SEMARANG,Rafly Prawira,5.0,Best place for take a walk in Semarang. Not too crowded. A lot of iconic place for photoshoot
123,KOTA TUA SEMARANG,Yuyun Solo,5.0,too cool to say..love this place much..setiap sudutnya bisa bercerita..you must come to see n feel it yourself..n it would be best moment to come here with someone special..
124,KOTA TUA SEMARANG,Lord Trolling,5.0,Historical and the park very nice..
125,KOTA TUA SEMARANG,Narayuga Prajna,5.0,Beautiful place. A plethora of cafes and restaurants to choose from. Good vibes all around
126,KOTA TUA SEMARANG,Riswandi Koedrat,5.0,"A very lively night time place with restaurants, cafés and photo spots. Place can be crowded at the weekends, but that’s what gives the place its alure."
127,KOTA TUA SEMARANG,POPPY R,5.0,love to go back!
128,KOTA TUA SEMARANG,ionrossa ismono,5.0,Great place in semarang... So instagramable... Must have place to visit while you are in semarang.. 👍👍👍👍👍
129,KOTA TUA SEMARANG,AL MIRAJ,5.0,"No less with the kota tua in Jakarta, the kota tua in Semarang is cool for dating with a partner or just taking cool photos."
130,KOTA TUA SEMARANG,Martinus Bagus Wicaksono,5.0,Great placeLove it very much
131,KOTA TUA SEMARANG,Thomas Setiawan,5.0,"I think this is the only place i love the most, when I visit Semarang."
132,KOTA TUA SEMARANG,Josephine Winda,5.0,"better to stroll in the evening, very hot to walk around in the mid of the day"
133,KOTA TUA SEMARANG,27_Patricia Enriquetta Allixvalezka,5.0,"Amazingly nostalgic, felt like I was brought back to that good old times."
134,KOTA TUA SEMARANG,Didit Adi Hardono,5.0,Lovely place specially at night.
135,KOTA TUA SEMARANG,Ahmad Sholahuddin Abdurrahman,5.0,"Has a lot of vintage stuff, very good to visit"
136,KOTA TUA SEMARANG,Christa Adistya,5.0,There are lots of constructions around this place at the moment. It will be nicer once they finish.
137,KOTA TUA SEMARANG,Loundy,5.0,Pretty crowded during weekends and holidays but it is relatively clean compared to other 'old city' in other cities.
138,KOTA TUA SEMARANG,Fachrul Ulum Febriansyah,5.0,"I love this place, come on afternoon. I enjoyed with old buildings and history of this place"
